578,1123,0.886
1828,764,2.188
938,1367,0.703
1663,1003,2.012
646,1021,1.199
1118,736,4.156
554,532,3.648
553,1277,0.677
1577,1208,1.061
368,1141,0.785
825,785,3.992
1345,869,3.75
1258,970,1.571
951,1058,1.258
1105,1101,1.235
1896,730,2.26
481,227,3.65
280,1087,1.642
877,1315,0.749
530,1139,0.822
1670,928,3.027
749,1080,1.14
1258,950,1.57
1530,1193,1.089
1866,568,2.896
414,1139,0.796
1735,305,3.178
908,1320,0.748
1570,1434,1.022
1130,901,1.239
907,593,4.023
1575,1355,1.022
1235,755,4.168
515,226,3.682
1545,1134,1.129
831,1202,0.892
256,1223,1.143
460,817,3.158
898,494,4.043
913,1355,0.705
788,977,1.303
1570,1187,1.072
1080,526,4.223
1060,519,4.199
1918,722,2.242
1134,1385,0.786
444,144,3.641
1073,1357,0.765
1912,886,2.232
714,1355,0.674
494,315,3.645
932,1043,1.27
1265,706,4.18
1884,1051,2.289
781,501,3.916
1010,1363,0.727
928,55,4.066
481,375,3.617
1015,433,4.164
628,861,3.271
275,1110,1.416
375,419,3.543
1642,1157,1.133
444,520,3.564
720,640,3.771
1291,773,4.086
988,391,4.145
1312,863,3.305
767,1124,1.06
1011,211,4.164
1513,1101,1.189
399,518,3.533
422,396,3.566
966,426,4.117
1528,1070,1.255
765,1170,0.91
1019,282,4.18
816,1244,0.818
1311,707,4.203
389,1374,0.666
587,1045,1.164
1086,1028,1.215
232,1210,1.521
1431,1066,1.264
1889,570,2.867
608,932,3.01
812,855,1.535
307,1120,0.896
1387,653,4.133
1027,485,4.176
482,343,3.623
908,1057,1.274
1589,1388,1.007
800,1275,0.773
1232,1010,1.489
614,1086,1.005
1457,830,4.008
1476,865,3.695
1090,459,4.242
351,470,2.592
1825,621,2.92
765,365,3.916
1019,1320,0.785
743,1120,1.017
188,1199,1.124
795,939,1.373
302,757,1.604
920,110,4.062
1379,689,4.117
1236,850,3.055
1470,898,3.631
855,1215,0.878
820,1267,0.788
387,568,1.787
1486,1063,1.268
1672,1180,1.11
1582,1325,1.017
743,1213,0.828
576,989,2.617
931,451,4.082
1882,621,2.275
692,728,3.338
810,374,3.967
774,1240,0.812
1880,1115,2.312
1634,1224,1.046
654,1111,0.959
155,1078,1.541
1270,864,3.002
196,982,1.521
944,1298,0.79
1853,623,2.828
928,505,4.07
961,128,4.102
62,899,1.506
450,480,3.57
906,410,4.062
1787,751,2.955
1273,725,4.184
922,1303,0.772
849,1244,0.83
688,855,3.314
669,947,1.94
893,1295,0.772
966,460,4.113
88,885,1.516
914,134,4.062
890,445,4.043
307,736,1.605
1314,668,4.316
875,1280,0.787
907,156,4.059
1037,254,4.191
1825,742,2.859
905,182,4.059
905,1268,0.819
1191,913,1.367
328,658,1.634
247,969,1.54
1058,114,4.207
299,922,1.567
374,481,3.486
1779,1298,1.041
1003,90,4.148
1536,1105,1.194
995,635,4.102
233,772,1.569
1373,876,3.893
801,422,3.951
129,577,1.585
1357,733,4.125
991,242,4.145
1015,120,4.156
218,1082,1.521
1010,472,4.16
794,1193,0.885
248,790,1.571
831,392,3.99
1597,1214,1.054
718,1145,0.927
580,962,2.891
253,946,1.545
309,1096,1.207
954,197,4.102
909,452,4.059
421,417,3.564
36,617,1.553
404,472,3.559
174,1025,1.518
939,1274,0.818
339,809,1.636
1846,644,2.607
1663,1267,1.004
1035,189,4.188
342,771,1.674
996,111,4.141
1014,141,4.16
275,861,1.57
14,535,1.549
163,652,1.578
1043,1326,0.788
943,178,4.094
35,823,1.513
196,875,1.541
924,171,4.07
152,1111,1.553
149,1132,1.568
855,486,3.998
477,144,3.664
992,132,4.133
198,1055,1.509
861,511,4
962,152,4.105
248,519,1.629
936,417,4.09
67,785,1.523
29,639,1.545
842,425,3.992
1492,1132,1.136
940,215,4.09
30,516,1.586
309,631,1.629
37,711,1.532
269,577,1.629
629,1126,0.908
1041,160,4.191
275,755,1.586
66,715,1.539
718,1102,1.048
73,692,1.545
280,839,1.572
126,779,1.546
145,688,1.564
284,730,1.598
215,635,1.595
1337,1019,1.521
223,1058,1.52
170,977,1.519
68,875,1.514
1815,781,2.166
781,412,3.928
188,740,1.563
209,766,1.565
10,487,1.614
909,614,4.02
99,508,1.606
129,515,1.607
30,547,1.569
789,373,3.939
305,653,1.621
156,842,1.538
12,793,1.489
250,587,1.621
974,173,4.121
216,534,1.622
166,1171,1.396
1027,652,4.133
263,606,1.618
255,833,1.566
196,609,1.597
216,871,1.549
429,372,3.574
227,797,1.564
331,1066,1.515
119,643,1.568
915,204,4.07
5,749,1.508
189,1081,1.502
67,549,1.581
193,715,1.571
163,820,1.544
621,1298,0.679
185,549,1.612
15,464,1.626
264,1067,1.541
159,575,1.595
89,779,1.534
126,953,1.517
1866,677,2.23
1011,233,4.168
97,951,1.535
173,1004,1.521
298,568,1.642
180,907,1.531
224,613,1.604
59,520,1.594
66,848,1.518
10,909,1.487
862,1193,0.922
277,682,1.604
158,734,1.56
353,508,1.801
1299,752,4.168
1829,1258,1.037
