174.02,1025,1.512
938.99,1274,0.818
339.02,809.05,1.637
1846,644.04,2.729
1663,1267,1
1035,189.04,4.188
342.01,771.05,1.683
996.02,111.03,4.141
1014,141.05,4.16
275.03,861.03,1.571
13.975,535.03,1.551
162.97,652.06,1.574
1043,1326,0.782
943,178.03,4.094
35.004,823.02,1.507
195.99,875.02,1.539
924.02,171.03,4.07
152.01,1111,1.503
148.98,1132,1.492
855.01,486.03,3.998
477.02,144.01,3.666
992.01,132.02,4.133
197.99,1055,1.507
860.99,511.05,3.998
962,152.02,4.105
248.03,519.04,1.628
936.01,417.05,4.09
66.929,785.03,1.519
29.004,639,1.537
841.98,425.02,3.99
1491.9,1132,1.134
940.02,215.01,4.09
29.977,516.02,1.58
308.99,631.02,1.628
37.008,711.01,1.524
268.99,577.04,1.626
628.98,1126,0.908
1041,160.06,4.191
274.99,755.03,1.587
66.022,715,1.532
718,1102,1.052
72.992,692.02,1.539
280.03,839,1.573
125.97,779.03,1.542
144.98,688.05,1.561
283.99,730.02,1.598
215,635.02,1.593
1337,1019,1.518
223.02,1058,1.519
169.96,977.01,1.517
67.991,875.04,1.508
1815,781.02,2.248
781,412.03,3.924
187.99,739.98,1.562
208.99,766.03,1.564
10.029,487.02,1.609
909.02,614.02,4.02
99.017,508,1.6
129,515.02,1.601
29.996,547.03,1.562
789.04,373.03,3.936
304.99,653.04,1.62
156.01,842.04,1.536
12.017,793.02,1.481
250,587,1.618
974.01,173.01,4.121
216.01,534.04,1.619
166.02,1171,1.413
1027,652.05,4.133
262.99,606.01,1.616
255.01,833.04,1.567
195.99,609.02,1.593
216.02,871.01,1.549
429,372.02,3.566
226.99,797.04,1.563
331.01,1066,1.536
119.03,643.03,1.563
915.01,204.03,4.07
4.9996,749.01,1.499
189,1081,1.498
67.054,548.99,1.575
192.97,715.02,1.569
163.01,820.02,1.542
620.98,1298,0.679
184.98,549.03,1.607
14.987,464.05,1.629
264.01,1067,1.538
158.99,575.01,1.59
89.008,779.01,1.528
125.97,953.01,1.507
1866,677.02,2.301
1011,233.03,4.168
97.01,951.02,1.519
172.99,1004,1.514
298.01,568.03,1.64
179.99,907.03,1.529
224.03,612.99,1.601
59.03,520.02,1.587
66.027,848.03,1.512
9.984,909.02,1.479
862.02,1193.1,0.925
277.01,682.02,1.604
158.01,734.02,1.556
352.98,508.03,1.808
1299,752.03,4.16
1829,1258,1.047
