0.2 	 0.00904219 	 0.0080321 	 0.00192218 	 0.00184454
0.4 	 0.00943818 	 0.00835894 	 0.00198171 	 0.00186688
0.6 	 0.00956315 	 0.008751 	 0.00201346 	 0.00204097
0.8 	 0.00982994 	 0.00922213 	 0.00207655 	 0.0019848
1 	 0.0100418 	 0.0100665 	 0.0021372 	 0.0027599
1.2 	 0.0110174 	 0.0136628 	 0.00223823 	 0.00246026
1.4 	 0.0106327 	 0.0088518 	 0.00221008 	 0.00220133
1.6 	 0.0112398 	 0.0111811 	 0.0024536 	 0.00379658
1.8 	 0.0118031 	 0.00874258 	 0.00249003 	 0.00190446
2 	 0.0123113 	 0.00963424 	 0.00255813 	 0.0020577
2.2 	 0.0129078 	 0.0101268 	 0.00270675 	 0.00302817
2.4 	 0.0131156 	 0.0099762 	 0.00271521 	 0.00234292
2.6 	 0.0141482 	 0.0109647 	 0.00287218 	 0.00231825
2.8 	 0.0148217 	 0.0117768 	 0.0030872 	 0.00262727
3 	 0.0150721 	 0.0120647 	 0.00312959 	 0.00314422
3.2 	 0.0155496 	 0.0122655 	 0.00319379 	 0.00279726
3.4 	 0.0166974 	 0.0155522 	 0.00338809 	 0.00318748
3.6 	 0.0172451 	 0.0130889 	 0.00358951 	 0.00454028
3.8 	 0.0173883 	 0.012947 	 0.00359708 	 0.00284254
4 	 0.0182696 	 0.0129901 	 0.00371757 	 0.00248717
