0.2 	 0.0141342 	 0.0118879 	 0.00225701 	 0.00185039
0.4 	 0.01636 	 0.0139297 	 0.00263338 	 0.00233296
0.6 	 0.0178999 	 0.0153626 	 0.00292692 	 0.00231753
0.8 	 0.0207484 	 0.0153012 	 0.00335455 	 0.00265778
1 	 0.0240921 	 0.0167641 	 0.00383871 	 0.00264577
1.2 	 0.0256711 	 0.0176766 	 0.00413293 	 0.00262069
1.4 	 0.0287264 	 0.0187672 	 0.00461304 	 0.00286156
1.6 	 0.0323 	 0.0216249 	 0.00513765 	 0.0030683
1.8 	 0.0361234 	 0.0238463 	 0.00579661 	 0.0038718
2 	 0.0398479 	 0.0288274 	 0.00632049 	 0.00469599
2.2 	 0.042809 	 0.0295682 	 0.00678773 	 0.00456463
2.4 	 0.0453634 	 0.0309312 	 0.00710327 	 0.00418176
2.6 	 0.0485449 	 0.031958 	 0.00769008 	 0.00462991
2.8 	 0.0521361 	 0.0349974 	 0.00823112 	 0.00518658
3 	 0.054737 	 0.0379409 	 0.0089641 	 0.00573322
3.2 	 0.0588948 	 0.0392306 	 0.00946794 	 0.0060092
3.4 	 0.0658721 	 0.0541309 	 0.0101935 	 0.00701676
3.6 	 0.0649403 	 0.0422367 	 0.0102247 	 0.00630555
3.8 	 0.0699243 	 0.0458549 	 0.0110057 	 0.00734017
4 	 0.0739569 	 0.0503413 	 0.0117275 	 0.00821901
