0.2 	 0.00749986 	 0.00594039 	 0.00128966 	 0.00104486
0.4 	 0.0136402 	 0.0120488 	 0.00263093 	 0.00216292
0.6 	 0.0193486 	 0.0186794 	 0.0039111 	 0.00338068
0.8 	 0.0256746 	 0.0225155 	 0.00526933 	 0.00421178
1 	 0.0318646 	 0.030756 	 0.00655819 	 0.00561551
1.2 	 0.0384993 	 0.0364049 	 0.00806748 	 0.00653048
1.4 	 0.0422411 	 0.0366539 	 0.0088762 	 0.00671258
1.6 	 0.0510618 	 0.0492013 	 0.0105954 	 0.00871652
1.8 	 0.0561389 	 0.0520903 	 0.011686 	 0.00978057
2 	 0.0604706 	 0.056493 	 0.0126845 	 0.0100618
2.2 	 0.0693785 	 0.0641154 	 0.0145452 	 0.011692
2.4 	 0.0768166 	 0.0745854 	 0.0159678 	 0.0130389
2.6 	 0.0810941 	 0.087539 	 0.017114 	 0.015938
2.8 	 0.0886456 	 0.0831471 	 0.0184072 	 0.0149529
3 	 0.0912332 	 0.0854152 	 0.0194986 	 0.0161295
3.2 	 0.0998916 	 0.0965623 	 0.0210825 	 0.0168223
3.4 	 0.105604 	 0.103707 	 0.0221249 	 0.0184695
3.6 	 0.107256 	 0.101322 	 0.0229088 	 0.0191388
3.8 	 0.121384 	 0.145106 	 0.0252668 	 0.0240876
4 	 0.132516 	 0.12644 	 0.0275518 	 0.0224346
