4 	 0.0223758 	 0.00460602 	 0.0853856 	 0.0178668 	 0.0439699 	 0.00869547 	 0.224982 	 0.0364126 	 0.00441721 	 0.0876489
6 	 0.0121338 	 0.00269646 	 0.0253541 	 0.0140457 	 0.00869306 	 0.00162768 	 0.117587 	 0.0018405 	 0.00849035 	 0.117667
8 	 0.00988901 	 0.00230362 	 0.0267861 	 0.0141639 	 0.00574444 	 0.00118299 	 0.0993723 	 0.00160903 	 0.0118113 	 0.153337
10 	 0.00840311 	 0.00202762 	 0.00934745 	 0.0140096 	 0.00462975 	 0.00098942 	 0.00489968 	 0.00129632 	 0.0153337 	 0.180984
12 	 0.00720319 	 0.00172336 	 0.00823239 	 0.0140151 	 0.00374926 	 0.000810522 	 0.00378499 	 0.00104337 	 0.0189934 	 0.212802
15 	 0.00702138 	 0.00167126 	 0.00794651 	 0.0141079 	 0.00352451 	 0.000742006 	 0.00367339 	 0.00101255 	 0.0240787 	 0.260749
20 	 0.00619457 	 0.00152729 	 0.00728138 	 0.0141169 	 0.00315444 	 0.00071681 	 0.00334414 	 0.000860831 	 0.0328262 	 0.344092
25 	 0.00577533 	 0.0013908 	 0.00702425 	 0.0140028 	 0.00283547 	 0.00058855 	 0.00301524 	 0.000777852 	 0.0408619 	 0.416399
30 	 0.00542571 	 0.00136141 	 0.00660431 	 0.0139259 	 0.00252535 	 0.000608313 	 0.00285186 	 0.000715136 	 0.0495497 	 0.494416
