6 	 0.0124755 	 0.0225402 	 0.00268618 	 0.00923229
8 	 0.0107424 	 0.00968858 	 0.00223586 	 0.00221223
10 	 0.00910977 	 0.00826509 	 0.00193631 	 0.0019647
12 	 0.0080588 	 0.00985109 	 0.00179283 	 0.00242552
14 	 0.00793739 	 0.0133547 	 0.00181605 	 0.00360619
16 	 0.00686014 	 0.00697362 	 0.00155927 	 0.00191978
18 	 0.00686753 	 0.0167053 	 0.0015276 	 0.00223325
20 	 0.00632285 	 0.00797423 	 0.00145956 	 0.00218617
22 	 0.00661948 	 0.0154883 	 0.00158796 	 0.00443736
24 	 0.00603952 	 0.0084804 	 0.0014233 	 0.00249902
26 	 0.00716523 	 0.0262226 	 0.00170832 	 0.00714567
28 	 0.00574083 	 0.00878057 	 0.00135807 	 0.00238971
30 	 0.00630343 	 0.0162207 	 0.00147431 	 0.00405
