6 	 0.00723767 	 0.00482921 	 0.000877521 	 0.000571639
8 	 0.0069114 	 0.00468939 	 0.000912652 	 0.000590131
10 	 0.00730669 	 0.00494128 	 0.00120378 	 0.00083181
12 	 0.00560397 	 0.00370049 	 0.000871132 	 0.000583842
14 	 0.00552191 	 0.00358309 	 0.000894872 	 0.000605901
16 	 0.00533053 	 0.00336597 	 0.000911551 	 0.000600649
18 	 0.00506965 	 0.00319212 	 0.000891977 	 0.000577625
20 	 0.00639693 	 0.00476275 	 0.00125019 	 0.000870439
22 	 0.00504628 	 0.00329009 	 0.000926151 	 0.000603067
24 	 0.00483735 	 0.00315444 	 0.000884679 	 0.00058813
26 	 0.00488896 	 0.00337929 	 0.000907288 	 0.000629225
28 	 0.00477562 	 0.00320355 	 0.000919118 	 0.000600826
30 	 0.00466017 	 0.00323648 	 0.000898688 	 0.000614082
